stacja;latitude;longitude;cnt_arriva;cnt_kd;cnt_km;cnt_kw;cnt_ks;cnt_ic;cnt_pr;cnt_skm_t;cnt_skm_w
Mierzêcin Strzelecki;52.949722;15.831111;0;0;0;0;0;0;6;0;0
Mieszaki;52.836667;19.746944;0;0;8;0;0;0;0;0;0
Mieszkowice;52.783333;14.483333;0;0;0;0;0;0;9;0;0
Mieszków;52.0225;17.440556;0;0;0;0;0;0;27;0;0
Mietków;50.984558;16.655006;0;0;0;0;0;0;21;0;0
Mika;51.672222;21.748611;0;0;25;0;0;0;0;0;0
Miko³ajki Pomorskie;53.851111;19.154167;0;0;0;0;0;0;10;0;0
Miko³ów;50.173056;18.899444;0;0;0;0;21;3;0;0;0
Miko³ów Jamna;50.193611;18.921667;0;0;0;0;21;0;0;0;0
Miku³owa;51.1;15.116667;0;10;0;0;0;0;0;0;0
Milanówek;52.124939;20.667156;0;0;54;0;0;0;0;0;0
Milcz;53.041667;16.858333;0;0;0;0;0;0;15;0;0
Milcza;49.605;21.903611;0;0;0;0;0;0;1;0;0
Milejów;51.355194;19.675528;0;0;0;0;0;0;22;0;0
Milicz;51.527083;17.295194;0;0;0;0;0;0;3;0;0
Milik;49.361944;20.856389;0;0;0;0;0;0;6;0;0
Milówka;49.555;19.093611;0;0;0;0;25;0;0;0;0
Milówka Zabawa;49.54;19.102778;0;0;0;0;23;0;0;0;0
Minkowice;51.216944;22.764722;0;0;0;0;0;0;26;0;0
Misie;51.961111;22.697778;0;0;0;0;0;0;15;0;0
Mi¹sowa;50.719444;20.365;0;0;0;0;0;0;22;0;0
Miêdzyborów;52.064722;20.485833;0;0;41;0;0;0;0;0;0
Miêdzybórz Sycowski;51.400833;17.653889;0;0;0;0;0;7;10;0;0
Miêdzylesie;50.144608;16.655344;0;0;0;0;0;0;12;0;0
Miêdzyrzec Podlaski;51.975833;22.786944;0;0;0;0;0;9;16;0;0
Miêdzyrzecz;52.445556;15.592222;0;0;0;0;0;0;8;0;0
Miêdzyzdroje;53.923889;14.454444;0;0;0;0;0;2;12;0;0
Miêkinia;51.188056;16.740278;0;26;0;0;0;0;0;0;0
Mi³kowice;51.2567732;16.0723402;0;28;0;0;0;0;4;0;0
Mi³ob¹dz;54.148889;18.738611;0;0;0;0;0;0;21;0;0
Mi³ocin;50.076394;21.986382;0;0;0;0;0;0;9;0;0
Mi³ocin Lubelski;51.2675;22.314167;0;0;0;0;0;0;16;0;0
Mi³ogoszcz;54.205278;15.908889;0;0;0;0;0;0;4;0;0
Miñsk Mazowiecki;52.175556;21.554167;0;0;59;0;0;9;3;0;0
Miñsk Mazowiecki - Anielina;52.167222;21.586667;0;0;50;0;0;0;0;0;0
Mleczewo;53.919167;19.1225;0;0;0;0;0;1;10;0;0
Modlin;52.443056;20.703611;0;0;64;0;0;8;0;0;0
Mod³a;51.376667;15.810833;0;7;0;0;0;0;4;0;0
Mogilno;52.658611;17.945833;0;0;0;1;0;12;22;0;0
Mokra;51.978333;20.100278;0;0;0;0;0;0;13;0;0
Mokra Wieœ;52.456944;21.498056;0;0;24;0;0;7;0;0;0
Mokrz;52.741389;16.277222;0;0;0;0;0;0;16;0;0
Mokrzyca Wielka PODG;;;0;0;0;0;0;0;12;0;0
Montowo;53.416111;19.779722;0;0;0;0;0;0;6;0;0
Mordy;52.195836;22.496203;0;0;6;0;0;0;2;0;0
Mordy Miasto;52.203175;22.520042;0;0;6;0;0;0;2;0;0
Morzeszczyn;53.838306;18.687;0;0;0;0;0;0;18;0;0
Morzyca;53.218889;15.154444;0;0;0;0;0;0;8;0;0
Mor¹g;53.919167;19.922222;0;0;0;0;0;10;12;0;0
Mor¹g Kolonia;53.909722;19.945833;0;0;0;0;0;0;12;0;0
Mosina;52.241111;16.852222;0;0;0;0;0;2;22;0;0
Moskale;50.524444;22.108056;0;0;0;0;0;0;6;0;0
Mostiska II;52.1792836;21.5721057;0;0;0;0;0;2;0;0;0
Mostki;52.268889;15.394722;0;0;0;0;0;0;8;0;0
Mosty;53.574167;14.941111;0;0;0;0;0;0;9;0;0
Mostówka;52.521111;21.443611;0;0;20;0;0;0;0;0;0
Moszczenica;51.502528;19.700083;0;0;0;0;0;0;19;0;0
Moszczenica Pomorska;53.641944;17.487778;0;0;0;0;0;0;8;0;0
Motycz;51.221111;22.424444;0;0;0;0;0;0;16;0;0
Motycz Leœny;51.242778;22.361111;0;0;0;0;0;0;16;0;0
Moñki;53.402694;22.796164;0;0;0;0;0;4;6;0;0
Moœcisko Dzier¿oniowskie;50.7719;16.580739;0;10;0;0;0;0;0;0;0
Mrozy;52.164628;21.803011;0;0;52;0;0;4;1;0;0
Mrozów;51.183611;16.792778;0;22;0;0;0;0;0;0;0
Mszalnica;49.583333;20.sie;0;0;0;0;0;0;12;0;0
Munina;49.989167;22.719722;0;0;0;0;0;0;28;0;0
Murowana Goœlina;52.575;17.015833;0;0;0;17;0;0;0;0;0
Muszyna;49.358333;20.wrz;0;0;0;0;0;2;8;0;0
Muszyna Zdrój;49.3538536;20.8904171;0;0;0;0;0;0;8;0;0
Myszków;50.574167;19.328889;0;0;0;0;45;16;5;0;0
Myszków Mrzyg³ód;50.545556;19.376389;0;0;0;0;41;0;0;0;0
Myszków Nowa Wieœ;50.594444;19.291944;0;0;0;0;41;0;0;0;0
Myszków Œwiatowid;50.5706845;19.3144637;0;0;0;0;41;0;0;0;0
Mys³aków;52.092417;20.016306;0;0;26;0;0;0;0;0;0
Mys³owice;50.233333;19.133333;0;0;0;0;13;14;14;0;0
Mys³owice Brzezinka;50.197222;19.154444;0;0;0;0;13;0;0;0;0
Mys³owice Brzêczkowice;50.213333;19.147222;0;0;0;0;13;0;0;0;0
Mys³owice Kosztowy;50.173333;19.160556;0;0;0;0;13;0;0;0;0
Mys³owice Kosztowy MKSA;50.2080466;19.1660513;0;0;0;0;6;0;0;0;0
Myœliczyn;50.525556;17.328611;0;0;0;0;0;0;6;0;0
M¹ko³owiec;50.141944;18.975278;0;0;0;0;6;0;0;0;0
Mêcika³;53.832222;17.670833;0;0;0;0;0;0;5;0;0
Mêcka Wola;51.609167;18.845;0;0;0;0;0;0;30;0;0
M³awa;53.126111;20.350556;0;0;14;0;0;10;0;0;0
M³awa Miasto;53.105278;20.365556;0;0;15;0;0;0;0;0;0
M³odów;49.4702727;20.6840593;0;0;0;0;0;0;6;0;0
M³yñsko;50.989533;15.450539;0;10;0;0;0;0;2;0;0
Mœcice;54.214167;16.073611;0;0;0;0;0;0;4;0;0
N.S¹cz Jamnica;49.587132;20.7435495;0;0;0;0;0;0;11;0;0
Najmowo;53.306389;19.321944;18;0;0;0;0;0;0;0;0
Nak³o n. Noteci¹;53.140278;17.592778;8;0;0;0;0;2;6;0;0
Nak³o Œl¹skie;50.429722;18.903611;0;0;0;0;14;0;0;0;0
Namys³ów;51.074722;17.715;0;0;0;0;0;0;15;0;0
Namyœlin;52.672778;14.540278;0;0;0;0;0;0;8;0;0
Narzym;53.1875;20.258056;0;0;13;0;0;0;0;0;0
Nasielsk;52.572833;20.768472;0;0;40;0;0;8;0;0;0
Naterki;53.746111;20.376667;0;0;0;0;0;0;10;0;0
Nawra;53.191389;18.501944;10;0;0;0;0;0;0;0;0
Na³êczów;51.318333;22.21;0;0;0;0;0;21;24;0;0
Nekla;52.354167;17.401111;0;0;0;17;0;0;0;0;0
Nicwald;53.4602903;18.8820296;20;0;0;0;0;0;0;0;0
Nidzica;53.358333;20.414167;0;0;0;0;0;6;8;0;0
Niedoradz;51.866111;15.663889;0;0;0;0;0;0;13;0;0
Niedrzwica;51.115;22.377778;0;0;0;0;0;0;13;0;0
Niedrzwica Koœcielna;51.081389;22.361944;0;0;0;0;0;0;13;0;0
NiedŸwiada £owicka;52.140417;19.884583;0;0;0;0;0;0;8;0;0
NiedŸwiedŸ;50.204375;20.080806;0;0;0;0;0;0;17;0;0
NiedŸwiedŸ Wlkp.;51.486193;17.883496;0;0;0;0;0;0;8;0;0
Niegocin;54.019167;21.738667;0;0;0;0;0;0;9;0;0
Nielep;53.829722;15.871111;0;0;0;0;0;0;6;0;0
Niemce;51.360833;22.647778;0;0;0;0;0;0;10;0;0
Niemojki;52.258611;22.6993;0;0;6;0;0;0;4;0;0
Nieporêt;52.430278;21.033611;0;0;4;0;0;0;0;0;0
Nieszawa Waganiec;52.803056;18.870556;13;0;0;0;0;0;2;0;0
Nietkowice;52.057656;15.351333;0;0;0;0;0;0;14;0;0
Niewodnica;53.082683;23.045576;0;0;0;0;0;0;10;0;0
Nisko;50.512778;22.143333;0;0;0;0;0;2;6;0;0
Nisko Osiedle;50.518611;22.130833;0;0;0;0;0;0;6;0;0
Nisko Podwolina;50.494722;22.174444;0;0;0;0;0;0;6;0;0
Nisko Rac³awice;50.503889;22.158889;0;0;0;0;0;0;6;0;0
Niziny;49.878722;22.861833;0;0;0;0;0;0;23;0;0
Nosówko;54.0925;16.051944;0;0;0;0;0;1;13;0;0
Nowa Dêba;50.416111;21.739722;0;0;0;0;0;6;9;0;0
Nowa Grobla;50.08875;22.993417;0;0;0;0;0;0;4;0;0
Nowa Iwiczna;52.089722;20.995833;0;0;55;0;0;0;0;0;0
Nowa Ruda;50.577447;16.496992;0;7;0;0;0;0;0;0;0
Nowa Ruda Przedmieœcie;50.588203;16.515497;0;7;0;0;0;0;0;0;0
Nowa Sarzyna;50.320278;22.344444;0;0;0;0;0;2;6;0;0
Nowa Sarzyna Kol;50.32035;22.3446;0;0;0;0;0;0;6;0;0
Nowa Sól;51.799167;15.708056;0;0;0;0;0;2;13;0;0
Nowa Wieœ Cierpkie;54.025278;19.656111;0;0;0;0;0;0;12;0;0
Nowa Wieœ E³cka;53.771389;22.322222;0;0;0;0;0;0;4;0;0
Nowa Wieœ Legnicka;51.176389;16.189167;0;10;0;0;0;0;0;0;0
Nowa Wieœ Wielka;52.969389;18.096472;6;0;0;0;0;0;8;0;0
Nowawieœ Mochy;52.0125;16.216111;0;0;0;10;0;0;0;0;0
Nowe Drezdenko;52.853961;15.834019;0;0;0;0;0;2;23;0;0
Nowe Dêbe Wielkie;52.193889;21.438333;0;0;60;0;0;0;0;0;0
Nowe Kutnowskie;52.238056;19.228611;0;0;0;6;0;0;0;0;0
Nowe Skalmierzyce;51.707778;17.998333;0;0;0;0;0;0;10;0;0
Nowiny Wielkie;52.672778;15.005;0;0;0;0;0;0;23;0;0
Nowogard;53.665833;15.121111;0;0;0;0;0;0;11;0;0
Nowogród Bobrzañski;51.812222;15.244722;0;0;0;0;0;0;8;0;0
Nowogród Osiedle;51.796944;15.228333;0;0;0;0;0;0;8;0;0
Nowosielce;49.563056;22.088056;0;0;0;0;0;0;1;0;0
Nowy Bieruñ;50.074444;19.184444;0;0;0;0;13;0;0;0;0
Nowy Dwór Mazowiecki;52.424444;20.730556;0;0;83;0;0;0;0;0;0
Nowy Las;50.361944;17.413611;0;0;0;0;0;0;9;0;0
Nowy M³yn;54.066028;21.329639;0;0;0;0;0;0;9;0;0
Nowy Nurzec;52.472528;23.176453;0;0;6;0;0;0;2;0;0
Nowy Solec;52.05;16.216667;0;0;0;10;0;0;0;0;0
Nowy S¹cz;49.616667;20.lip;0;0;0;0;0;2;12;0;0
Nowy S¹cz Biegonice;49.5859165;20.6610332;0;0;0;0;0;0;6;0;0
Nowy Targ;49.473333;20.015;0;0;0;0;0;10;10;0;0
Nowy Tomyœl;52.303889;16.130833;0;0;0;15;0;4;6;0;0
Nowy Widzim;52.084722;16.150278;0;0;0;10;0;0;0;0;0
Nowy Zagórz;49.520027;22.261684;0;0;0;0;0;0;1;0;0
Nowy Œwiêtów;50.378333;17.368611;0;0;0;0;0;0;9;0;0
Nurzec;52.460011;23.082886;0;0;6;0;0;0;4;0;0
Nysa;50.471636;17.334111;0;0;0;0;0;0;14;0;0
Nêdza;50.156667;18.291667;0;0;0;0;20;0;14;0;0
Nêdza Wieœ;50.164722;18.3125;0;0;0;0;20;0;0;0;0
Oborniki Wlkp.;52.6448607;16.8141992;0;0;0;0;0;6;16;0;0
Oborniki Wlkp. Miasto;52.6448607;16.8141992;0;0;0;0;0;0;16;0;0
Oborniki Œl¹skie;51.298611;16.901667;0;0;0;0;0;13;23;0;0
Oborzyska Stare;52.111139;16.702306;0;0;0;0;0;0;21;0;0
Obra Stara;51.886944;17.448611;0;0;0;0;0;0;6;0;0
Obrowo;52.971667;18.878333;2;0;0;0;0;0;0;0;0
Ochodza;49.911468;18.972487;0;0;0;0;4;0;0;0;0
Ocice;50.528889;21.686389;0;0;0;0;0;0;2;0;0
Oci¹¿;51.702222;17.934722;0;0;0;0;0;0;10;0;0
Oderbruecke;51.6550705;17.6309245;0;0;0;0;0;9;0;0;0
Odolanów;51.574444;17.667222;0;0;0;0;0;7;11;0;0
Ognica;53.315833;15.453889;0;0;0;0;0;0;10;0;0
Ograszka;52.917889;19.015917;2;0;0;0;0;0;0;0;0
Ogrodniki;52.000556;23.239444;0;0;0;0;0;0;13;0;0
Okmiany;51.270833;15.778889;0;18;0;0;0;0;0;0;0
Okonek;53.519722;16.830556;0;0;0;0;0;0;10;0;0
Okrzeja;51.733056;22.137222;0;0;0;0;0;0;9;0;0
Okr¹glica;51.4375;15.181667;0;5;0;0;0;0;2;0;0
Olesno Œl¹skie;50.881667;18.425278;0;0;0;0;0;0;10;0;0
Oleszyce;50.157139;23.036694;0;0;0;0;0;0;4;0;0
Oleœnica;51.200833;17.385833;0;0;0;0;0;0;22;0;0
Oleœnica Rataje;51.2134346;17.3898504;0;0;0;0;0;9;13;0;0
Olkusz;50.273889;19.573889;0;0;0;0;0;0;8;0;0
Olszanka;50.7949986;17.4787443;0;0;0;0;0;0;6;0;0
Olsztyn G³ówny;53.7875;20.5075;0;0;0;0;0;12;35;0;0
Olsztyn Zachodni;53.778058;20.467389;0;0;0;0;0;20;43;0;0
Olsztynek;53.584444;20.294722;0;0;0;0;0;6;8;0;0
Olszyna Lubañska;51.06681;15.37221;0;10;0;0;0;0;2;0;0
Olszyny;53.553889;21.111667;0;0;0;0;0;0;4;0;0
Opalenica;52.308889;16.395556;0;0;0;15;0;3;6;0;0
Opatówek;51.743611;18.226667;0;0;0;0;0;0;11;0;0
Opoczno;51.373333;20.269722;0;0;0;0;0;0;1;0;0
Opole Gos³awice;50.676111;17.986389;0;0;0;0;0;0;10;0;0
Opole Groszowice;50.636111;17.955278;0;0;0;0;0;0;26;0;0
Opole Grotowice;50.615833;17.972222;0;0;0;0;0;0;14;0;0
Opole G³ówne;50.661389;17.926667;0;0;0;0;0;19;45;0;0
Opole Zachodnie PO;50.6751067;17.9212976;0;0;0;0;0;0;32;0;0
Orneta;54.114722;20.150278;0;0;0;0;0;0;4;0;0
Orzesze;50.154444;18.778056;0;0;0;0;21;3;0;0;0
Orzesze Jaœkowice;50.145;18.741944;0;0;0;0;21;0;0;0;0
Orzeszkowo;52.680833;23.532889;0;0;0;0;0;0;4;0;0
Orzeszków;51.394167;16.506667;0;0;0;0;0;0;19;0;0
Osetnica;51.259444;15.8725;0;18;0;0;0;0;0;0;0
Osie;53.593333;18.348611;6;0;0;0;0;0;0;0;0
Osielec;49.674444;19.757222;0;0;0;0;0;4;6;0;0
Osina;53.607778;15.009722;0;0;0;0;0;0;11;0;0
Osola;51.338333;16.8625;0;0;0;0;0;0;23;0;0
Osowiec;53.472353;22.658364;0;0;0;0;0;1;6;0;0
Osowiec Przystanek;50.752222;18.043333;0;0;0;0;0;0;10;0;0
Ossów;52.309399;21.224422;0;0;69;0;0;0;0;0;0
Ostaszewo Toruñskie;53.106389;18.626944;12;0;0;0;0;0;0;0;0
Ostromecko;53.145833;18.209167;10;0;0;0;0;0;0;0;0
Ostrowie Biebrzañskie;53.688861;23.264722;0;0;0;0;0;0;3;0;0
Ostrowiec Œwiêtokrzyski;50.933889;21.377222;0;0;0;0;0;2;9;0;0
Ostrowiecko;49.955222;22.780861;0;0;0;0;0;0;23;0;0
Ostrowite k. Jab³onowa;53.4203187;19.271172;0;0;0;0;0;0;9;0;0
Ostrowy;52.299444;19.191667;10;0;0;0;0;0;2;0;0
Ostro³êka;53.055833;21.6175;0;0;9;0;0;0;0;0;0
Ostrzeszów;51.430278;17.939444;0;0;0;0;0;5;8;0;0
Ostróda;53.699722;19.952778;0;0;0;0;0;4;19;0;0
Ostrów Wielkopolski;51.649167;17.805556;0;0;0;3;0;18;26;0;0
Ostrów Wlkp. Gorzyce;51.647778;17.728056;0;0;0;6;0;0;0;0;0
Ostrówek Wêgrowski;52.562889;21.758583;0;0;32;0;0;0;0;0;0
Ostrówki k. Chodzie¿y;52.926084;16.93378;0;0;0;0;0;0;16;0;0
Otoczna;52.291944;17.690833;0;0;0;17;0;0;0;0;0
Otusz;52.346667;16.595833;0;0;0;15;0;0;4;0;0
Otwock;52.108889;21.263333;0;0;39;0;0;0;0;0;38
Ot³oczyn;52.913333;18.692778;12;0;0;0;0;0;2;0;0
Owiñska;52.511111;16.9875;0;0;0;17;0;0;0;0;0
Ozorków;51.972278;19.265833;0;0;0;0;0;0;8;0;0
Ozorków Nowe Miasto;51.957778;19.27;0;0;0;0;0;0;8;0;0
O³awa;50.931111;17.296944;0;0;0;0;0;17;29;0;0
Oœwiêcim;50.041667;19.200556;0;0;0;0;12;2;12;0;0
O¿arów Mazowiecki;52.207222;20.796944;0;0;42;0;0;0;0;0;0
Pabianice;51.662778;19.328333;0;0;0;0;0;7;33;0;0
Pacholêta;53.160278;14.485556;0;0;0;0;0;0;9;0;0
Paczkowo;52.396667;17.16;0;0;0;17;0;0;0;0;0
Paczyna;50.412833;18.570972;0;0;0;0;0;0;12;0;0
Pakos³awice;50.546111;17.363611;0;0;0;0;0;0;6;0;0
Palêdzie;52.374444;16.748056;0;0;0;15;0;0;4;0;0
Pami¹tkowo;52.553056;16.685833;0;0;0;0;0;0;16;0;0
Panki;50.896944;18.749722;0;0;0;0;0;0;4;0;0
Panowice;52.360556;15.734722;0;0;0;0;0;0;8;0;0
Papowo Toruñskie;53.068611;18.694167;4;0;0;0;0;0;6;0;0
Parczew;51.625556;22.871111;0;0;0;0;0;0;7;0;0
Parczew Kolejowa;51.634444;22.881111;0;0;0;0;0;0;4;0;0
Park Bug;52.088182;23.625319;0;0;0;0;0;8;6;0;0
Parkowo;52.708889;16.915833;0;0;0;0;0;0;16;0;0
Parlin;53.3711378;18.2709246;10;0;0;0;0;0;4;0;0
Par³ówko;53.845278;14.750278;0;0;0;0;0;0;12;0;0
Pasieki;52.853889;21.560278;0;0;18;0;0;0;0;0;0
Pasikurowice;51.209167;17.lis;0;14;0;0;0;0;0;0;0
Pasym;53.631389;20.765833;0;0;0;0;0;0;10;0;0
Pas³êk;54.061931;19.663794;0;0;0;0;0;10;12;0;0
Patków;52.271111;22.744425;0;0;6;0;0;0;4;0;0
Paw³owice;51.830278;16.75;0;0;0;6;0;0;0;0;0
Paw³ów Wielkopolski;51.421667;17.654722;0;0;0;0;0;0;7;0;0
Paw³ówek;53.152222;17.855278;9;0;0;0;0;0;6;0;0
Pa³ecznica;51.501389;22.674167;0;0;0;0;0;0;6;0;0
Pelkinie;50.0638091;22.6197136;0;0;0;0;0;0;26;0;0
Pelplin;53.9265;18.706389;0;0;0;0;0;0;18;0;0
Perkowice;51.996389;23.280833;0;0;0;0;0;0;13;0;0
Perkowo;52.0040146;16.2588338;0;0;0;10;0;0;0;0;0
Petrovice U Karvine;49.894109;18.550236;0;0;0;0;0;6;0;0;0
Piasecznica;52.209722;20.345556;0;0;42;0;0;0;0;0;0
Piaseczno;52.066389;21.0175;0;0;55;0;0;0;0;0;0
Piasek;50.012222;18.940278;0;0;0;0;33;0;0;0;0
Piastoszyn;53.621111;17.729167;11;0;0;0;0;0;0;0;0
Piastów;52.182128;20.842019;0;0;54;0;0;0;0;0;24
Piechowice;50.851389;15.591667;0;2;0;0;0;4;13;0;0
Piechowice Dolne;50.850278;15.615833;0;2;0;0;0;0;13;0;0
Pieczyska PO;51.919438;19.145136;0;0;0;0;0;0;2;0;0
Piekoszów;50.870761;20.446839;0;0;0;0;0;0;14;0;0
Pieniê¿no;54.240278;20.124722;0;0;0;0;0;0;4;0;0
Pierwoszów;51.2533;17.1007;0;14;0;0;0;0;0;0;0
Pierzchno;52.263056;17.174444;0;0;0;0;0;0;27;0;0
Pierzyska;52.504722;17.482222;0;0;0;6;0;0;14;0;0
Pierœciec;49.830375;18.813194;0;0;0;0;7;0;0;0;0
Piesienice;53.965;18.396111;0;0;0;0;0;0;17;0;0
Pietrzykowice ¯ywieckie;49.71;19.1725;0;0;0;0;28;0;0;0;0
Pieñsk;51.246389;15.046111;0;14;0;0;0;0;8;0;0
Pikus;53.656667;19.739167;0;0;0;0;0;0;10;0;0
Pilawa;51.956667;21.5325;0;0;32;0;0;24;2;0;0
Pilchowice Nielestno;50.992222;15.663333;0;6;0;0;0;0;0;0;0
Pilchowice Zapora;50.968611;15.656667;0;6;0;0;0;0;0;0;0
Pilchów;50.617778;22.023333;0;0;0;0;0;4;10;0;0
Pinczyn;53.928056;18.256667;0;0;0;0;0;0;17;0;0
Pionki;51.480278;21.4625;0;0;21;0;0;0;0;0;0
Pionki Zachodnie;51.472778;21.441944;0;0;21;0;0;13;2;0;0
Piotrków Trybunalski;51.411111;19.685;0;0;0;0;0;21;21;0;0
Pisz;53.631667;21.788889;0;0;0;0;0;0;4;0;0
Piwniczna;49.435278;20.711389;0;0;0;0;0;0;6;0;0
Piwniczna Zdrój;49.435278;20.711389;0;0;0;0;0;2;8;0;0
Pi³a G³ówna;53.143056;16.744167;3;0;0;0;0;7;28;0;0
Pi³a Kalina;53.1025;16.788056;0;0;0;0;0;0;15;0;0
Pi³a Podlasie;53.163056;16.7775;0;0;0;0;0;0;8;0;0
Pi³awa Górna;50.681667;16.754722;0;9;0;0;0;0;0;0;0
Platerów;52.301367;22.819997;0;0;6;0;0;0;4;0;0
Pleszew;51.8925;17.733056;0;0;0;0;0;5;20;0;0
Pliszka;52.204444;15.016667;0;0;0;0;0;0;14;0;0
Pobiedziska;52.479167;17.276944;0;0;0;6;0;0;14;0;0
Pobiedziska Letnisko;52.474167;17.24;0;0;0;6;0;0;14;0;0
Podbiele;52.686061;23.215313;0;0;0;0;0;0;4;0;0
Podborsko;53.934722;16.14;0;0;0;0;0;0;10;0;0
Podbór;51.360278;20.878889;0;0;5;0;0;0;2;0;0
Podlasek;53.557222;22.534722;0;0;0;0;0;0;6;0;0
Podlesie;50.765;19.603611;0;0;0;0;0;0;12;0;0
Podlesiec;52.936389;15.876944;0;0;0;0;0;0;6;0;0
Podolany;49.898333;19.754167;0;0;0;0;0;0;17;0;0
Podstolice;52.342222;17.478611;0;0;0;17;0;0;0;0;0
Podwierzbie;52.863611;19.593611;2;0;0;0;0;0;0;0;0
Podzamcze;51.208611;22.804444;0;0;0;0;0;0;26;0;0
Pod³ê¿e;50.018056;20.168611;0;0;0;0;0;2;29;0;0
Pogorzel Warszawska;52.097628;21.334258;0;0;38;0;0;0;0;0;0
Pogorzel Wielka;53.716667;22.15;0;0;0;0;0;0;4;0;0
Pogorzelice;54.503611;17.641111;0;0;0;0;0;0;0;16;0
Pogwizdów;49.806194;18.597778;0;0;0;0;6;0;0;0;0
Pokrzywnica;50.343889;18.sie;0;0;0;0;0;0;9;0;0
Polanica Zdrój;50.405833;16.511389;0;9;0;0;0;0;0;0;0
Polichna Kraœnicka;50.830556;22.305556;0;0;0;0;0;0;10;0;0
Policzna;52.589694;23.424861;0;0;0;0;0;0;4;0;0
Pomiechówek;52.473333;20.743333;0;0;40;0;0;0;0;0;0
Poniec;51.761667;16.807778;0;0;0;6;0;0;0;0;0
Popowo Skwierzyñskie;52.535781;15.5219;0;0;0;0;0;0;8;0;0
Poraj;50.676944;19.221667;0;0;0;0;45;0;2;0;0
Pora¿yn;52.302222;16.291944;0;0;0;15;0;0;4;0;0
Poronin;49.343333;20.003056;0;0;0;0;0;8;10;0;0
Porosiuki;52.011667;23.063611;0;0;0;0;0;0;15;0;0
Potok;50.617406;20.196514;0;0;0;0;0;0;21;0;0
Potok Kraœnicki;50.795833;22.163611;0;0;0;0;0;0;10;0;0
Potêgowo;54.485;17.486111;0;0;0;0;0;2;0;16;0
Powa³ki;53.743056;17.cze;0;0;0;0;0;0;5;0;0
PowroŸnik;49.370833;20.950278;0;0;0;0;0;1;6;0;0
Poznañ Antoninek;52.409444;17.028056;0;0;0;17;0;0;0;0;0
Poznañ Dêbiec;52.369528;16.901467;0;0;0;11;0;0;21;0;0
Poznañ Dêbina;52.373817;16.909664;0;0;0;0;0;0;27;0;0
Poznañ Garbary;52.415833;16.938333;0;0;0;40;0;0;14;0;0
Poznañ Górczyn;52.38;16.878333;0;0;0;15;0;0;4;0;0
Poznañ G³ówny;52.401694;16.911583;0;0;0;36;0;53;62;0;0
Poznañ Junikowo;52.377778;16.824167;0;0;0;15;0;0;4;0;0
Poznañ Karolin;52.439722;16.983056;0;0;0;16;0;0;0;0;0
Poznañ Krzesiny;52.340278;16.9775;0;0;0;0;0;0;27;0;0
Poznañ Staro³êka;52.367222;16.931389;0;0;0;0;0;0;27;0;0
Poznañ Strzeszyn;52.46;16.8625;0;0;0;0;0;0;16;0;0
Poznañ Wola;52.433514;16.850436;0;0;0;0;0;0;16;0;0
Poznañ Wschód;52.418889;16.974722;0;0;0;40;0;0;14;0;0
Po¿óg;51.396389;22.056111;0;0;0;0;0;0;16;0;0
Prabuty;53.757778;19.210278;0;0;0;0;0;5;12;0;0
Prabuty Góry;52.806389;21.569722;0;0;18;0;0;0;0;0;0
Proboszczewice P³ockie;52.658333;19.714444;0;0;12;0;0;0;0;0;0
Promno;52.471667;17.213889;0;0;0;6;0;0;14;0;0
Prostki;53.697028;22.430472;0;0;0;0;0;0;6;0;0
Prostynia;53.305;15.773889;0;0;0;0;0;0;9;0;0
Prostyñ;52.660167;21.964028;0;0;32;0;0;0;0;0;0
Prostyñ Bug PODG;52.656394;21.983128;0;0;2;0;0;0;0;0;0
Pruchna;49.878472;18.688472;0;0;0;0;6;0;0;0;0
Prudnik;50.329444;17.576944;0;0;0;0;0;0;9;0;0
Pruszcz Gdañski;54.258056;18.646944;0;0;0;0;0;10;38;0;0
Pruszcz Pomorski;53.332778;18.197222;10;0;0;0;0;0;4;0;0
Pruszków;52.168056;20.798611;0;0;54;0;0;0;0;0;12
Przecza;50.727778;17.659722;0;0;0;0;0;0;16;0;0
Przedmoœcie Œwiête;51.190556;16.665833;0;22;0;0;0;0;0;0;0
Przemyœl;49.783333;22.766667;0;0;0;0;0;20;12;0;0
Przemyœl Bakoñczyce LPO;49.7838623;22.7677908;0;0;0;0;0;8;0;0;0
Przemyœl Zasanie;49.793525;22.773736;0;0;0;0;0;19;23;0;0
Przeradz;53.765278;16.548611;0;0;0;0;0;0;10;0;0
Przetycz;52.749444;21.540833;0;0;18;0;0;0;0;0;0
Przeworsk;50.067222;22.502222;0;0;0;0;0;19;29;0;0
Przyby³owice;51.1275;16.159722;0;10;0;0;0;0;0;0;0
Przybówka;49.798889;21.647222;0;0;0;0;0;0;4;0;0
Przygodzice;51.571111;17.829444;0;0;0;0;0;0;8;0;0
Przylep;51.9775;15.438333;0;0;0;0;0;0;28;0;0
Przysieczyn;52.753611;17.183889;0;0;0;16;0;0;0;0;0
Przysieka Stara;52.0303897;16.6154614;0;0;0;0;0;1;21;0;0
Przysucha;51.377778;20.658889;0;0;4;0;0;0;2;0;0
Przytkowice;49.896667;19.68;0;0;0;0;0;0;17;0;0
Przytocko;54.123056;16.857778;0;0;0;0;0;0;8;0;0
Przywory Opolskie;50.581917;17.988972;0;0;0;0;0;0;14;0;0
Przy³ubie;53.049722;18.324722;2;0;0;0;0;0;17;0;0
