stacja;latitude;longitude;cnt_arriva;cnt_kd;cnt_km;cnt_kw;cnt_ks;cnt_ic;cnt_pr;cnt_skm_t;cnt_skm_w
Dobrzechów;49.872222;21.745278;0;0;0;0;0;0;4;0;0
Dobrzejewice;52.998889;18.821944;2;0;0;0;0;0;0;0;0
Dobrzyn;53.432575;20.388515;0;0;0;0;0;0;8;0;0
Dobrzyniewo Du¿e;53.193583;23.004722;0;0;0;0;0;0;6;0;0
Dolice;53.198333;15.211111;0;0;0;0;0;0;8;0;0
Dolna Odra;53.218611;14.485556;0;0;0;0;0;0;9;0;0
Dolnik;53.255833;16.93;0;0;0;0;0;0;8;0;0
Domaniewice;52.021028;19.820917;0;0;0;0;0;1;7;0;0
Domaniewice Centrum;51.919438;19.145136;0;0;0;0;0;0;6;0;0
Domanin;51.344722;17.995278;0;0;0;0;0;0;8;0;0
Domaszków;50.213308;16.655394;0;0;0;0;0;0;14;0;0
Domaszowice;51.048333;17.884167;0;0;0;0;0;0;14;0;0
Dominów;51.211944;22.844444;0;0;0;0;0;0;26;0;0
Domis³aw;53.667778;17.033056;0;0;0;0;0;0;6;0;0
Dopiewo;52.354167;16.679722;0;0;0;15;0;0;4;0;0
Dorohusk;51.170087;23.787403;0;0;0;0;0;2;4;0;0
Dragacz STH i PO;53.491111;18.710556;1;0;0;0;0;0;0;0;0
Drawiny;52.896944;15.949167;0;0;0;0;0;0;6;0;0
Drawski M³yn;52.859722;16.094167;0;0;0;0;0;0;16;0;0
Drawsko Pomorskie;53.523056;15.824722;0;0;0;0;0;0;9;0;0
Drogomyœl;49.88675;18.757542;0;0;0;0;6;0;0;0;0
Dru¿yna Poznañska;52.210556;16.824167;0;0;0;0;0;0;21;0;0
Dryga³y;53.7;22.sty;0;0;0;0;0;0;4;0;0
Drzewce;52.266944;15.166389;0;0;0;0;0;0;8;0;0
Drzewica;51.438611;20.463056;0;0;2;0;0;0;4;0;0
Drzeñsko;52.371389;14.770833;0;0;0;0;0;0;8;0;0
Drzonowo;53.806944;16.866389;0;0;0;0;0;0;6;0;0
Drzycim;53.506667;18.307222;6;0;0;0;0;0;0;0;0
Drzyma³owo;52.1575;16.2975;0;0;0;10;0;0;0;0;0
Dubielno;53.5085;18.556194;18;0;0;0;0;0;0;0;0
Dulowa;50.140556;19.520833;0;0;0;0;0;3;38;0;0
Dunowo;54.122222;16.091944;0;0;0;0;0;0;13;0;0
Duszniki Zdrój;50.408611;16.385833;0;8;0;0;0;0;0;0;0
Dygowo;54.141111;15.727778;0;0;0;0;0;0;11;0;0
Dytmarów;50.33;17.674444;0;0;0;0;0;0;9;0;0
Dziadówki;50.399181;20.008369;0;0;0;0;0;0;17;0;0
Dzia³dowo;53.237778;20.1675;0;0;6;0;0;10;7;0;0
Dzieczyn;51.757534;16.846919;0;0;0;6;0;0;0;0;0
Dziembówko;53.070556;16.815556;0;0;0;0;0;0;16;0;0
Dziemiany Kaszubskie;54.011111;17.775;0;0;0;0;0;0;5;0;0
Dziergowice;50.242778;18.mar;0;0;0;0;0;0;14;0;0
Dzier¿anów Wlkp.;51.714121;17.3467;0;0;0;6;0;0;0;0;0
Dzier¿oniów Œl¹ski;50.72462;16.64057;0;9;0;0;0;0;0;0;0
Dzietrzniki;51.108611;18.614444;0;0;0;0;0;0;4;0;0
Dziewule;52.054722;22.385833;0;0;20;0;0;0;0;0;0
Dziwno;53.618611;18.901667;0;0;0;0;0;0;8;0;0
D¹bkowizna;52.423611;21.086111;0;0;4;0;0;0;0;0;0
D¹broszyn;52.619167;14.713056;0;0;0;0;0;0;23;0;0
D¹browa Bia³ostocka;53.655111;23.361917;0;0;0;0;0;2;3;0;0
D¹browa Che³miñska;53.174722;18.280833;10;0;0;0;0;0;0;0;0
D¹browa Górn. Strzemieszyce;50.3072493;19.3053737;0;0;0;0;0;0;8;0;0
D¹browa Górnicza;50.33;19.185556;0;0;0;0;40;21;5;0;0
D¹browa Górnicza Go³onóg;50.343889;19.226667;0;0;0;0;36;0;0;0;0
D¹browa Górnicza Po³udniowa;50.312222;19.287222;0;0;0;0;0;0;2;0;0
D¹browa Górnicza Sikorka;50.388889;19.299167;0;0;0;0;36;0;0;0;0
D¹browa Górnicza Wschodnia;50.303333;19.311111;0;0;0;0;0;0;8;0;0
D¹browa Górnicza Z¹bkowice;50.366111;19.264167;0;0;0;0;36;0;5;0;0
D¹browa Górnicza Z¹bkowice DZA;;;0;0;0;0;1;0;0;0;0
D¹browa Niemodliñska;50.681667;17.746389;0;0;0;0;0;0;16;0;0
D¹browa Oleœnicka PODG;51.238277;17.370229;0;0;0;0;0;0;10;0;0
D¹browy;53.517222;18.489444;6;0;0;0;0;0;0;0;0
D¹brówka Malb.;53.9666667;19.0833333;0;0;0;0;0;0;8;0;0
D¹brówka Wielkopolska;52.2775;15.sie;0;0;0;0;0;0;8;0;0
Dêba Opoczyñska;51.482222;20.255278;0;0;0;0;0;6;4;0;0
Dêba Rozalin;50.4479299;21.7106474;0;0;0;0;0;0;9;0;0
Dêba Rozalin GT;50.4479299;21.7106474;0;0;0;0;0;1;2;0;0
Dêbe Wielkie;52.199722;21.450278;0;0;60;0;0;0;0;0;0
Dêbica;50.054167;21.405;0;0;0;0;0;17;19;0;0
Dêblin;51.5775;21.835278;0;0;23;0;0;29;18;0;0
Dêbowy Gaj;51.079444;15.645278;0;6;0;0;0;0;0;0;0
D³ugie;49.578333;22.050556;0;0;0;0;0;0;1;0;0
D³ugopole Zdrój;50.239444;16.638889;0;0;0;0;0;0;14;0;0
D³ugo³êka;51.178333;17.194444;0;0;0;0;0;0;35;0;0
Elbl¹g;54.150278;19.42;0;0;0;0;0;10;14;0;0
Emilianów;52.429444;21.288333;0;0;1;0;0;6;0;0;0
E³k;53.825692;22.361114;0;0;0;0;0;4;10;0;0
E³k Szyba Wschód;53.7995;22.373694;0;0;0;0;0;0;6;0;0
E³k Szyba Zachód;53.805056;22.371583;0;0;0;0;0;0;4;0;0
E³k Towarowy;;;0;0;0;0;0;0;1;0;0
Fasty;53.176944;23.024167;0;0;0;0;0;0;6;0;0
Fa³kowo;52.498333;17.424167;0;0;0;6;0;0;14;0;0
Firlus;53.269444;18.629444;15;0;0;0;0;0;0;0;0
Fiszewo;54.0675;19.248889;0;0;0;0;0;0;18;0;0
Forst Lausitz;51.738907;14.63615;0;0;0;0;0;1;2;0;0
Frankfurt/Oder;52.336165;14.546603;0;0;0;0;0;5;2;0;0
Fronolów;52.361292;22.929139;0;0;6;0;0;0;4;0;0
Frysztak;49.830556;21.618611;0;0;0;0;0;0;4;0;0
Gabin;54.027486;15.281382;0;0;0;0;0;0;8;0;0
Gajówka;50.394444;19.878889;0;0;0;0;0;0;8;0;0
Gamerki Wielkie;53.845;20.137778;0;0;0;0;0;0;12;0;0
Garbatka Letnisko;51.495;21.629722;0;0;21;0;0;0;0;0;0
Garbce;51.513056;16.889722;0;0;0;0;0;0;23;0;0
Gardeja;53.591389;18.932778;0;0;0;0;0;0;8;0;0
Garki;51.540556;17.648611;0;0;0;0;0;0;7;0;0
Garwolin;51.901389;21.553333;0;0;25;0;0;0;0;0;0
Gawrony;52.112389;19.219556;0;0;0;0;0;0;8;0;0
Ga³kówek;51.729667;19.728361;0;0;0;0;0;0;27;0;0
Gdakowo;53.816944;19.169444;0;0;0;0;0;0;9;0;0
Gdañsk G³ówny;54.357222;18.644444;0;0;0;0;0;47;36;61;0
Gdañsk Lipce;54.301667;18.635556;0;0;0;0;0;0;20;0;0
Gdañsk Oliwa;54.410278;18.571667;0;0;0;0;0;44;23;0;0
Gdañsk Oliwa SKM;;;0;0;0;0;0;1;9;123;0
Gdañsk Olszynka;54.3375;18.678889;0;0;0;0;0;0;2;0;0
Gdañsk Orunia;54.324167;18.634167;0;0;0;0;0;0;35;0;0
Gdañsk Osowa;54.420833;18.451944;0;0;0;0;0;0;17;0;0
Gdañsk Politechnika;54.374167;18.627222;0;0;0;0;0;0;0;123;0
Gdañsk Po³udniowy;54.339444;18.641667;0;0;0;0;0;17;17;0;0
Gdañsk Przymorze;54.400278;18.576944;0;0;0;0;0;0;0;123;0
Gdañsk Stocznia;54.365278;18.640833;0;0;0;0;0;0;0;123;0
Gdañsk Wrzeszcz;54.381944;18.605278;0;0;0;0;0;45;32;123;0
Gdañsk Zaspa;54.389444;18.591667;0;0;0;0;0;0;0;123;0
Gdañsk ¯abianka;54.420556;18.568611;0;0;0;0;0;0;0;123;0
Gdynia  Red³owo;54.491389;18.538417;0;0;0;0;0;0;0;123;0
Gdynia Chylonia;54.545556;18.463889;0;0;0;0;0;0;44;96;0
Gdynia Cisowa;54.549944;18.446389;0;0;0;0;0;0;0;88;0
Gdynia Cisowa Postój;54.5188898;18.5305409;0;0;0;0;0;0;11;2;0
Gdynia Elektrowozownia PS;54.5188898;18.5305409;0;0;0;0;0;0;0;80;0
Gdynia Grabówek;54.534639;18.495194;0;0;0;0;0;0;0;88;0
Gdynia G³ówna;54.521111;18.529444;0;0;0;0;0;52;50;113;0
Gdynia Leszczynki;54.541389;18.478333;0;0;0;0;0;0;3;88;0
Gdynia Or³owo L;54.4801699;18.5531127;0;0;0;0;0;0;28;123;0
Gdynia Postojowa;54.5188898;18.5305409;0;0;0;0;0;21;0;0;0
Gdynia Stocznia;54.525417;18.519444;0;0;0;0;0;0;0;88;0
Gdynia Wielki Kack;54.465278;18.503056;0;0;0;0;0;0;18;0;0
Gdynia Wzg. Œw. Maksymiliana;54.5069298;18.53666;0;0;0;0;0;0;0;123;0
Gieniusze PO;53.379693;23.41949;0;0;0;0;0;0;7;0;0
Giera³tów;51.203056;15.310833;0;7;0;0;0;0;0;0;0
Giera³tów Wykroty;51.216944;15.284167;0;7;0;0;0;0;0;0;0
Gierwaty;52.994167;21.686667;0;0;18;0;0;0;0;0;0
Gi¿ycko;54.031389;21.780389;0;0;0;0;0;4;9;0;0
Gliniczek;49.736944;21.540556;0;0;0;0;0;0;1;0;0
Gliniszcze;53.465467;23.501101;0;0;0;0;0;0;3;0;0
Glinnik;51.887944;19.501;0;0;0;0;0;0;6;0;0
Glinnik Wieœ;51.882266;19.480197;0;0;0;0;0;0;6;0;0
Gliwice;50.301389;18.677222;0;0;0;0;22;22;22;0;0
Gliwice KuŸnica;50.356667;18.621111;0;0;0;0;0;0;12;0;0
Gliwice £abêdy;50.340278;18.621667;0;0;0;0;0;0;26;0;0
Gniewczyna;50.1;22.521111;0;0;0;0;0;0;6;0;0
Gniewkowo;52.888611;18.405556;2;0;0;0;0;4;11;0;0
Gniezno;52.529444;17.604444;0;0;0;4;0;16;21;0;0
Gocza³kowice;49.944722;18.966944;0;0;0;0;37;0;0;0;0
Gocza³kowice Zdrój;49.935278;18.978056;0;0;0;0;33;0;0;0;0
Gocza³ków;51.008333;16.325;0;10;0;0;0;0;0;0;0
Godków;52.900278;14.458889;0;0;0;0;0;0;9;0;0
Godêtowo;54.581944;17.8625;0;0;0;0;0;2;0;20;0
Goerlitz;51.15;14.983333;0;0;0;0;0;0;3;0;0
Gogolewo;53.372222;15.176667;0;0;0;0;0;0;17;0;0
Gogolin;50.493056;18.018972;0;0;0;0;0;0;16;0;0
Goleczewo;52.5350804;16.8179736;0;0;0;0;0;0;15;0;0
Goleniów;53.559444;14.839722;0;0;0;0;0;2;27;0;0
Goleniów PL Szczecin;53.4285438;14.5528116;0;0;0;0;0;0;5;0;0
Goleszów;49.746944;18.749167;0;0;0;0;9;0;0;0;0
Golina;51.914444;17.465556;0;0;0;0;0;0;6;0;0
Goliszów;51.294658;15.971181;0;2;0;0;0;0;2;0;0
Gomunice;51.164417;19.487;0;0;0;0;0;0;22;0;0
Goni¹dz;53.459667;22.720889;0;0;0;0;0;0;6;0;0
Gorzanów;50.354444;16.640833;0;0;0;0;0;0;15;0;0
Gorzkowice;51.218417;19.602944;0;0;0;0;0;0;22;0;0
Gorzuchowo Che³miñskie;53.350278;18.693056;15;0;0;0;0;0;0;0;0
Gorzuchów K³odzki;50.490278;16.570556;0;7;0;0;0;0;0;0;0
Gorzupia;51.691944;17.503889;0;0;0;6;0;0;0;0;0
Gorzów Chrzan.;50.07342;19.241903;0;0;0;0;0;0;24;0;0
Gorzów Wielkopolski;52.727778;15.229722;0;0;0;0;0;1;27;0;0
Gorzów Wlkp. Karnin;52.7325285;15.2369305;0;0;0;0;0;0;8;0;0
Gorzów Wlkp. Wieprzyce;52.7325285;15.2369305;0;0;0;0;0;0;23;0;0
Gorzów Wlkp. Zamoœcie;52.7325285;15.2369305;0;0;0;0;0;0;8;0;0
Gorzów Wlkp. Zieleniec;52.6999671;15.2617447;0;0;0;0;0;0;8;0;0
Gorzêdów;51.197167;19.544306;0;0;0;0;0;0;22;0;0
Gostynin;52.433333;19.476389;0;0;13;0;0;0;0;0;0
Goszcza;50.184689;20.061206;0;0;0;0;0;0;17;0;0
Gotki;53.817778;20.251111;0;0;0;0;0;0;12;0;0
Goworowo;52.920556;21.581667;0;0;18;0;0;0;0;0;0
Gozdowo;52.729722;19.695556;0;0;12;0;0;0;0;0;0
Go³aszewo Kujawskie;52.55;19.083333;10;0;0;0;0;0;2;0;0
Go³añcz;52.9479;17.307597;0;0;0;3;0;0;0;0;0
Go³otczyzna;52.802222;20.680833;0;0;29;0;0;0;0;0;0
Go³ubie Kaszubskie;54.211944;18.035833;0;0;0;0;0;0;18;0;0
Go³¹b;51.500278;21.919444;0;0;0;0;0;0;16;0;0
Goœcicino Wejherowskie;54.605;18.160833;0;0;0;0;0;1;0;21;0
Goœciszewo;53.975;19.018056;0;0;0;0;0;0;10;0;0
Goœniewice;51.817778;21.138056;0;0;40;0;0;0;0;0;0
Grabiny;50.045556;21.360833;0;0;0;0;0;2;19;0;0
Grabowno Wielkie;51.343333;17.402778;0;0;0;0;0;0;11;0;0
Grabów Szlachecki;51.703611;22.095833;0;0;0;0;0;0;9;0;0
Grabów n. Pilic¹;51.724722;21.226389;0;0;34;0;0;0;0;0;0
Grajewo;53.651028;22.446917;0;0;0;0;0;4;6;0;0
Gralewo;53.319722;20.036111;0;0;0;0;0;0;6;0;0
Grambow;53.417495;14.34655;0;0;0;0;0;0;16;0;0
Granowiec;51.511944;17.645;0;0;0;0;0;0;7;0;0
Granowo Nowotomyskie;52.224722;16.534444;0;0;0;11;0;0;0;0;0
Gregorowce;52.650278;23.260556;0;0;0;0;0;0;4;0;0
Grodków Œl¹ski;50.697273;17.376752;0;0;0;0;0;0;6;0;0
Grodno;53.666667;23.833333;0;0;0;0;0;0;3;0;0
Grodzie;54.344722;19.961944;0;0;0;0;0;0;4;0;0
Grodzisk Mazowiecki;52.109722;20.621667;0;0;48;0;0;0;2;0;0
Grodzisk Wlkp.;52.225;16.366667;0;0;0;10;0;0;0;0;0
Grodzisko Dolne;50.169444;22.509444;0;0;0;0;0;0;6;0;0
Grodziszcze Maz;52.160822;21.871569;0;0;46;0;0;0;0;0;0
Grom;53.605278;20.863056;0;0;0;0;0;0;10;0;0
Gromnik;49.8380994;20.9614581;0;0;0;0;0;0;14;0;0
Gronajny;53.991389;19.053056;0;0;0;0;0;0;8;0;0
Gronowo Elbl¹skie;54.085;19.307222;0;0;0;0;0;0;18;0;0
Grotniki;51.887222;19.310889;0;0;0;0;0;0;8;0;0
Grudze;52.048028;19.9015;0;0;0;0;0;0;6;0;0
Grudzi¹dz;53.482222;18.761111;29;0;0;0;0;0;4;0;0
Grudzi¹dz Mniszek;53.432778;18.725278;16;0;0;0;0;0;0;0;0
Grudzi¹dz Owczarki;53.5025;18.845833;0;0;0;0;0;0;1;0;0
Grudzi¹dz Przedmieœcie;53.474722;18.748889;16;0;0;0;0;0;0;0;0
Grupa;53.503889;18.6305;18;0;0;0;0;0;0;0;0
Grybów;49.624444;20.948333;0;0;0;0;0;2;16;0;0
Gryfice;53.909722;15.189444;0;0;0;0;0;0;11;0;0
Gryfino;53.253056;14.4875;0;0;0;0;0;0;10;0;0
Gryfów Œl¹ski;51.033889;15.428889;0;10;0;0;0;0;2;0;0
Grylewo;52.888056;17.229722;0;0;0;6;0;0;0;0;0
Gryzliny;53.613022;20.35018;0;0;0;0;0;0;8;0;0
Grzebowilk;52.114622;21.53315;0;0;2;0;0;0;1;0;0
Grzegorzewo;52.486111;21.428611;0;0;20;0;0;0;0;0;0
Grzmi¹ca;53.833889;16.421944;0;0;0;0;0;0;10;0;0
Grzybno;53.203333;18.446389;10;0;0;0;0;0;0;0;0
Grzywna;53.155;18.616944;17;0;0;0;0;0;0;0;0
Grzêdzice Stargardzkie;53.358492;14.971776;0;0;0;0;0;0;22;0;0
Grzêska;50.079444;22.455278;0;0;0;0;0;0;26;0;0
Grêbocice;51.593611;16.184167;0;0;0;0;0;0;18;0;0
Grêbocin;53.057639;18.717194;2;0;0;0;0;0;0;0;0
Grêboszów;51.065;17.801389;0;0;0;0;0;0;14;0;0
Grêbów;50.603611;21.835833;0;0;0;0;0;0;9;0;0
Gutkowo;53.808611;20.400556;0;0;0;0;0;2;16;0;0
Gutowiec;53.776944;17.86;0;0;0;0;0;0;15;0;0
Gutowo Wlkp.;52.3259339;17.5695312;0;0;0;17;0;0;0;0;0
Gu³towy;52.366667;17.320278;0;0;0;17;0;0;0;0;0
Gwda Ma³a;53.731667;16.828056;0;0;0;0;0;0;6;0;0
Gzin;53.201667;18.314722;10;0;0;0;0;0;0;0;0
Gódek;;;0;0;0;0;0;0;6;0;0
Góra Kalwaria;51.989333;21.193056;0;0;6;0;0;0;0;0;0
Góra¿d¿e;50.528;18.003222;0;0;0;0;0;0;14;0;0
Górka Duchowna;51.953333;16.590833;0;0;0;0;0;1;21;0;0
Górki Noteckie;52.819722;15.546111;0;0;0;0;0;0;23;0;0
Górki Pomorskie;53.898889;14.824167;0;0;0;0;0;0;8;0;0
Górki Szczukowskie;50.883264;20.5253;0;0;0;0;0;0;14;0;0
Górki Œl¹skie;50.141944;18.390556;0;0;0;0;20;0;0;0;0
Górna Grupa;53.498889;18.677889;17;0;0;0;0;0;0;0;0
Górowo;53.959944;20.979556;0;0;0;0;0;0;13;0;0
Górzyca;52.502222;14.654167;0;0;0;0;0;0;8;0;0
Górzyniec;50.859444;15.569722;0;2;0;0;0;0;12;0;0
G¹dki;52.301944;17.045278;0;0;0;0;0;0;27;0;0
G¹dków Wielki;52.245833;14.963611;0;0;0;0;0;0;14;0;0
G¹g³awki;53.680278;20.437222;0;0;0;0;0;0;8;0;0
G¹sawy Plebañskie;51.231944;20.947222;0;0;18;0;0;0;0;0;0
G¹socin;52.738889;20.72;0;0;30;0;0;0;0;0;0
G³ogów;51.670556;16.076389;0;0;0;0;0;2;16;0;0
G³ogów Huta;51.675742;15.991803;0;0;0;0;0;0;8;0;0
G³ogów Ma³opolski;50.14875;21.958222;0;0;0;0;0;6;9;0;0
G³ogówek;50.3475;17.875556;0;0;0;0;0;0;9;0;0
G³owaczewo;54.130556;15.438056;0;0;0;0;0;0;9;0;0
G³owno;51.961556;19.702583;0;0;0;0;0;0;7;0;0
G³uchowo;53.2075;18.552222;10;0;0;0;0;0;0;0;0
G³uchów;50.083333;22.272778;0;0;0;0;0;0;26;0;0
G³uszyca;50.683333;16.366667;0;7;0;0;0;0;0;0;0
G³uszyca Górna;50.673056;16.375833;0;7;0;0;0;0;0;0;0
G³uszyno Pomorskie;54.489722;17.425833;0;0;0;0;0;0;0;16;0
G³êbokie Miêdzyrzeckie;52.4884569;15.5480627;0;0;0;0;0;0;8;0;0
Hajnówka;52.733889;23.583333;0;0;0;0;0;0;2;0;0
Halinów;52.223406;21.350178;0;0;62;0;0;0;0;0;0
Hanulin;51.302778;17.994167;0;0;0;0;0;0;1;0;0
Harrachov;50.773056;15.428889;0;0;0;0;0;0;6;0;0
Hartowiec;53.431389;19.843611;0;0;0;0;0;0;6;0;0
Henrykowo;54.183889;20.131389;0;0;0;0;0;0;4;0;0
Henryków;50.6835395;17.0573265;0;0;0;0;0;0;21;0;0
Herby Nowe;50.748056;18.854444;0;0;0;0;4;0;2;0;0
Horodzie¿ka;51.753602;22.159753;0;0;0;0;0;0;9;0;0
Horyniec Zdrój;50.193889;23.356944;0;0;0;0;0;0;2;0;0
Ho³ówki Du¿e;52.974167;23.089722;0;0;0;0;0;0;4;0;0
Hucisko;49.689444;19.4075;0;0;0;0;0;0;2;0;0
Idzikowice;51.448639;20.310556;0;0;0;0;0;0;1;0;0
Imbramowice;50.963333;16.578889;0;0;0;0;0;0;20;0;0
Imielin;50.141944;19.175833;0;0;0;0;13;0;0;0;0
Inowroc³aw;52.801389;18.24;4;0;0;0;0;21;24;0;0
Inwa³d;49.853056;19.387778;0;0;0;0;8;0;2;0;0
Iwin;53.795833;16.516667;0;0;0;0;0;1;10;0;0
Izbica;50.886389;23.151111;0;0;0;0;0;0;10;0;0
I³awa G³ówna;53.582778;19.574167;0;0;0;0;0;10;26;0;0
I³awa Miasto;53.595833;19.547222;0;0;0;0;0;0;12;0;0
I³owa ¯agañska;51.512104;15.2090464;0;5;0;0;0;0;2;0;0
I³owiec;52.184167;16.sie;0;0;0;0;0;0;21;0;0
I³owo;53.164722;20.294444;0;0;13;0;0;1;0;0;0
JAW. SZCZAKOWA;50.247095;19.292321;0;0;0;0;0;14;16;0;0
Jab³onowo Pomorskie;53.393056;19.161667;21;0;0;0;0;4;12;0;0
Jab³oñ Koœcielna;52.911833;22.660889;0;0;0;0;0;0;10;0;0
Jackowice;52.157361;19.794611;0;0;0;0;0;0;8;0;0
Jackowo Dworskie;52.632222;20.775;0;0;27;0;0;0;0;0;0
Jacków;50.964167;19.354444;0;0;0;0;0;0;25;0;0
Jadachy;50.482778;21.696722;0;0;0;0;0;0;9;0;0
Jadwi¿yn;53.124167;17.372778;7;0;0;0;0;0;6;0;0
Jagodin;51.198171;23.89585;0;0;0;0;0;1;0;0;0
Jagodzin;51.355278;15.17;0;5;0;0;0;0;2;0;0
Jaksice;52.8541;18.19109;6;0;0;0;0;0;8;0;0
Jaktorów;52.086944;20.552778;0;0;42;0;0;0;0;0;0
Jakuszyce;50.819167;15.434722;0;0;0;0;0;0;12;0;0
Jakuszyce GR;;;0;0;0;0;0;0;6;0;0
Jamielnik;53.529722;19.503056;0;0;0;0;0;0;9;0;0
Janikowo;52.748689;18.116058;0;0;0;0;0;0;16;0;0
Janinów;51.056111;18.604722;0;0;0;0;0;0;4;0;0
Jankowa;49.695951;20.934209;0;0;0;0;0;0;12;0;0
Jankowa ¯agañska;51.566111;15.181111;0;5;0;0;0;0;2;0;0
Jankowo Dolne PODS;52.550419;17.690377;0;0;0;2;0;0;14;0;0
Jankowo Pomorskie;53.516389;15.774167;0;0;0;0;0;0;8;0;0
Janków Przyg.;51.603998;17.81157;0;0;0;0;0;0;8;0;0
Janowice Wielkie;50.873889;15.92;0;2;0;0;0;0;17;0;0
Janówek;52.425278;20.780833;0;0;38;0;0;0;0;0;0
Jarocin;51.969167;17.494722;0;0;0;0;0;9;27;0;0
Jarosty;51.461167;19.693111;0;0;0;0;0;0;19;0;0
Jaroszowiec Olkuski;50.341111;19.62;0;0;0;0;0;0;8;0;0
Jaros³aw;50.010889;22.677444;0;0;0;0;0;19;27;0;0
Jarszewo;53.929444;14.sie;0;0;0;0;0;0;8;0;0
Jarzêbia £¹ka;52.458333;21.447222;0;0;20;0;0;0;0;0;0
Jarzêbiec;54.311111;19.994167;0;0;0;0;0;0;4;0;0
Jasienica Dolna;50.5173;17.49749;0;0;0;0;0;0;12;0;0
Jasienica Mazowiecka;52.415833;21.398611;0;0;63;0;0;0;0;0;0
Jasieñ Brzeski;49.986667;20.558333;0;0;0;0;0;0;26;0;0
Jasiona PODS;50.448104;18.091035;0;0;0;0;0;0;14;0;0
Jasionna £owicka;52.124722;20.123667;0;0;26;0;0;0;0;0;0
Jastrowie;53.408056;16.798056;0;0;0;0;0;6;10;0;0
Jastrz¹b;51.248889;20.984722;0;0;18;0;0;0;0;0;0
Jastrzêbie Pomorskie;53.519722;18.266667;6;0;0;0;0;0;0;0;0
Jastrzêbna;53.735361;23.228833;0;0;0;0;0;0;3;0;0
Jastrzêbsko;52.295278;16.063056;0;0;0;15;0;0;4;0;0
Jaszczów;51.201944;22.91;0;0;0;0;0;0;26;0;0
Jas³o;49.7375;21.471111;0;0;0;0;0;0;3;0;0
Jawiszow. JaŸnik;49.954454;19.1187268;0;0;0;0;12;0;0;0;0
Jawor;51.055278;16.196667;0;10;0;0;0;0;0;0;0
Jaworzno Ciê¿kowice;50.211944;19.337778;0;0;0;0;0;0;12;0;0
Jaworzno k. Wielunia;50.204987;19.2739314;0;0;0;0;0;0;4;0;0
Jaworzyna Œl¹ska;50.912219;16.429175;0;20;0;0;0;4;21;0;0
Jazy;54.129722;15.791944;0;0;0;0;0;0;11;0;0
Jaœkowice Legnickie;51.221111;16.315556;0;22;0;0;0;0;0;0;0
Jedlicze;49.718611;21.648611;0;0;0;0;0;0;1;0;0
Jedlicze Mêcinka;49.7275;21.625833;0;0;0;0;0;0;1;0;0
Jedlicze £ódzkie;51.864722;19.341667;0;0;0;0;0;0;8;0;0
Jedlina Górna;50.72565;16.32428;0;7;0;0;0;0;0;0;0
Jedlina Zdrój;50.711556;16.343194;0;7;0;0;0;0;0;0;0
Jedlinia Koœcielna;51.463633;21.361785;0;0;21;0;0;0;0;0;0
Jedlnia Letnisko;51.429722;21.3275;0;0;21;0;0;0;0;0;0
Jeglia;53.390833;19.874722;0;0;0;0;0;0;6;0;0
Jelcz Laskowice;51.037222;17.345;0;0;0;0;0;0;8;0;0
Jelcz Mi³oszyce;51.044444;17.306111;0;0;0;0;0;0;17;0;0
Jelenia Góra;50.902778;15.756111;0;10;0;0;0;4;16;0;0
Jelenia Góra Cieplice;50.87;15.688889;0;2;0;0;0;0;13;0;0
Jelenia Góra Orle;50.87;15.688889;0;2;0;0;0;0;13;0;0
Jelenia Góra Sobieszów;50.851944;15.645556;0;2;0;0;0;0;13;0;0
Jelenia Góra Zachodnia;50.900556;15.720556;0;2;0;0;0;1;13;0;0
Jelenino;53.659167;16.625833;0;0;0;0;0;0;7;0;0
Jeleñ;51.501111;20.073889;0;0;0;0;0;0;3;0;0
Jeleœnia;49.652222;19.32;0;0;0;0;0;0;2;0;0
Jelna;50.2855203;22.3486731;0;0;0;0;0;0;6;0;0
Jeruty;53.553056;21.156944;0;0;0;0;0;0;4;0;0
Jerzmanice Lubuskie;52.306111;14.8675;0;0;0;0;0;0;14;0;0
Jerzmanki;51.1275;15.063611;0;10;0;0;0;0;1;0;0
Jesionka;52.015;20.336111;0;0;39;0;0;0;0;0;0
Jezierzany;51.237222;16.099444;0;19;0;0;0;0;2;0;0
Jezierzyce S³upskie;54.504167;17.122222;0;0;0;0;0;2;0;16;0
Jeziorki Wa³eckie;53.226111;16.109444;0;0;0;0;0;0;10;0;0
Je³owa;50.7936;18.04736;0;0;0;0;0;0;10;0;0
Je¿ewo STH i PO;53.507335;18.488777;18;0;0;0;0;0;0;0;0
Je¿ów Sudecki;50.9275;15.736667;0;6;0;0;0;0;0;0;0
Je¿ówka;50.4;19.824444;0;0;0;0;0;0;8;0;0
Jonkowo;53.815833;20.295556;0;0;0;0;0;0;12;0;0
Jordanów;49.636944;19.831944;0;0;0;0;0;0;9;0;0
Julianka;50.7647;19.474;0;0;0;0;0;0;12;0;0
Justynów;51.730778;19.683917;0;0;0;0;0;0;27;0;0
Juszczyn;49.706944;19.691944;0;0;0;0;0;0;5;0;0
Józefów;52.136111;21.236667;0;0;39;0;0;0;0;0;76
Jêdrzejów;50.644361;20.275528;0;0;0;0;0;10;22;0;0
Jêdrzychowice;51.180556;15.023333;0;14;0;0;0;0;0;0;0
KAL.ZEB.LANCK.;49.871379;19.688222;0;0;0;0;0;8;20;0;0
